"(Parent) ASIN","(Child) ASIN","Title","SKU","Sessions","Session Percentage","Page Views","Page Views Percentage","Buy Box Percentage","Units Ordered","Units Ordered - B2B","Unit Session Percentage","Unit Session Percentage - B2B","Ordered Product Sales","Ordered Product Sales - B2B","Total Order Items","Total Order Items - B2B"
"B07HKG7ZCL","B073ZN7PN9","15 Foot Lighted Outdoor Extension Cord with 3 Electrical Power Outlets - 12/3 SJTW Heavy Duty Yellow Extension Cable with 3 Prong Grounded Plug for Safety","PL-IFC-123Y15P","87","0.15%","111","0.14%","100%","19","2","21.84%","2.30%","$442.70","$46.60","17","2"
"B07ZWGCHYH","B074SZGY4G","Ilyapa 100 Premium Clear Plastic Plates for Dinner Party or Wedding - 7 Inch Fancy Disposable Plastics Plates","PL-IL-PL7R-100","73","0.12%","106","0.14%","99%","30","10","41.10%","13.70%","$785.49","$259.90","11","2"
"B074T15GC8","B074T15GC8","15 Inch x 15 Inch Baseplate for Building Bricks -Two Pack - Green Classic Baseplates Compatible with All Major Brands","PL-BCL-BXCBG2","55","0.09%","66","0.09%","94%","25","7","45.45%","12.73%","$587.25","$164.43","16","2"
"B07X4Y3PN6","B078JFWJY2","50 Ft Orange Extension Cord - 16/3 SJTW Heavy Duty Outdoor Extension Cable with 3 Prong Grounded Plug for Safety - Great for Garden & Major Appliances","PL-IFC-163N50","18","0.03%","24","0.03%","21%","10","5","55.56%","27.78%","$355.73","$169.06","6","2"
"B08ZDSVDQN","B078KDZBBX","50 Foot Lighted Outdoor Extension Cord - 10/3 SJTW Yellow 10 Gauge Extension Cable with 3 Prong Grounded Plug for Safety - Great for Garden and Major Appliances","PL-IFC-103Y50","213","0.36%","288","0.37%","100%","34","2","15.96%","0.94%","$2,815.65","$163.69","29","2"
"B07V5QL5GJ","B078KM659T","10 Pack of 3Ft Black Extension Cords - 16/3 SJT Electrical Extension Cord Set","PL-IFC-163B03-10PK","43","0.07%","58","0.08%","100%","17","2","39.53%","4.65%","$467.83","$55.21","10","2"
"B07MZHC7DW","B07CN9RQ7C","Wooden A-Frame Sign with Eraser & Chalk - 40 x 20 Inches Magnetic Sidewalk Chalkboard – Sturdy Freestanding White Sandwich Board Menu Display for Restaurant, Business Or Wedding","PL-IL-MB-WHT","114","0.19%","139","0.18%","96%","13","2","11.40%","1.75%","$949.10","$143.98","13","2"
"B07MZHC7DW","B07CNPH64W","Wooden A-Frame Sign with Eraser & Chalk - 40 x 20 Inches Magnetic Sidewalk Chalkboard – Sturdy Freestanding Turquoise Sandwich Board Menu Display for Restaurant, Business or Wedding","PL-IL-MB-TUQ","54","0.09%","67","0.09%","94%","12","2","22.22%","3.70%","$821.61","$141.44","10","2"
"B01LR30Y6S","B07DRNLCYD","Play Platoon Premium Weather Resistant Duckcloth Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - 4 Yellow & 4 Black","PL-PP-CH-YEBK-A","118","0.20%","151","0.20%","72%","17","2","14.41%","1.69%","$309.15","$36.42","16","2"
"B08T63XBNV","B07FFBC5LV","Ilyapa Spring Door Stops - 10 Pack 2 ⅞ Inch Heavy Duty Door Stop - Traditional Spring Door Stop - White w/Rubber Bumper","PL-IL-DS-WH10","9","0.02%","11","0.01%","82%","19","7","211.11%","77.78%","$227.81","$83.93","8","2"
"B07YG87V1X","B07FFC312Q","Ilyapa 48 Pack Satin Nickel Door Hinges - 3.5 x 3.5 Inch Interior Hinges for Doors Brushed Nickel with 5/8"" Radius Corners","PL-IL-DH35-S50","77","0.13%","104","0.13%","100%","24","2","31.17%","2.60%","$2,180.04","$179.98","23","2"
"B07FFF8PJQ","B07FFCYF7D","Ilyapa 12 Pack Hinge Pin Satin Nickel Door Stops -Heavy Duty Adjustable Door Stopper 2-1/2"" x 1-3/4”,with White Rubber Bumper Tips","PL-IL-DS-HP-S12-TWH","9","0.02%","17","0.02%","100%","11","4","122.22%","44.44%","$178.89","$61.96","8","2"
"B07FFF8PJQ","B07FFGRT41","Ilyapa 12 Pack Hinge Pin Black Door Stops -Heavy Duty Adjustable Door Stopper 2-1/2"" x 1-3/4”,with Black Rubber Bumper Tips","PL-IL-DS-HP-BK12-TBK","11","0.02%","13","0.02%","92%","12","2","109.09%","18.18%","$239.88","$35.98","7","2"
"B07FQPWVWR","B07FQPM26Q","Weatherproof Extension Cord Connection Box - Waterproof Outdoor Cover for Electrical Connections, Gray","PL-IFC-WPB-GRY","143","0.24%","170","0.22%","100%","36","5","25.17%","3.50%","$1,151.64","$159.95","29","2"
"B07KPMC7LX","B07FYQJSPF","50 Ft All Weather Extension Cord - Stays Flexible in Extreme Cold & Hot Temperatures from -58°F to +221°F - 12/3 SJEOW Heavy Duty Lighted Outdoor Extension Cable","PL-IFC-AW123BL50","45","0.08%","61","0.08%","100%","13","2","28.89%","4.44%","$748.16","$115.34","13","2"
"B07MZHC7DW","B07K8S8CPJ","Wooden A-Frame Sign with Eraser & Chalk - 21 x 30 Inches Magnetic Sidewalk Chalkboard – Sturdy Freestanding Stained Wood Sandwich Board Menu Display for Restaurant, Business or Wedding","PL-IL-MB21X30-CHR-FN","88","0.15%","108","0.14%","98%","39","2","44.32%","2.27%","$1,817.99","$92.75","19","2"
"B08LQNDYLP","B07L51K7SQ","Office Desk Pad, Clear Textured Desk Mat - 47 x 23” Inch Plastic Full Desk Mouse Pad, Computer Desk Mat for Home or Office (47 x 23” Inch, Clear)","PL-IL-DM23X47RW-FN-RL","137","0.23%","180","0.23%","99%","34","5","24.82%","3.65%","$762.67","$116.95","29","2"
"B094NYX3D6","B07LGC3D1M","Play Platoon Weather Resistant Cornhole Bean Bags Set of 8 - Red & Yellow","PL-PP-CH-REYE","121","0.20%","171","0.22%","100%","40","3","33.06%","2.48%","$640.61","$47.85","38","2"
"B07HKX73TT","B07MTP2S6G","2 Pack of 10 Ft Extension Cords with 3 Electrical Power Outlets - 16/3 Durable Black Extension Cord Pack","PL-IFC-163B10P3-PK2","57","0.10%","67","0.09%","100%","47","7","82.46%","12.28%","$836.29","$125.65","36","2"
"B07HKLFJGV","B07MTPKX4X","2 Pack of 25 Foot Outdoor Extension Cords - 12/3 SJTW Heavy Duty Lighted Yellow Extension Cable with 3 Prong Grounded Plug for Safety - Great for Garden and Major Appliances","PL-IFC-123Y25-PK2","48","0.08%","54","0.07%","81%","19","5","39.58%","10.42%","$1,266.77","$334.95","10","2"
"B08ZDSVDQN","B07MTPPL83","2 Pack of 25 Foot Lighted Outdoor Extension Cord - 10/3 SJTW Yellow 10 Gauge Extension Cable with 3 Prong Grounded Plug for Safety - Great for Garden and Major Appliances","PL-IFC-103Y25-PK2","58","0.10%","86","0.11%","100%","24","2","41.38%","3.45%","$1,838.04","$152.00","19","2"
"B094NYX3D6","B07MWKKFWW","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - Green & Black","PL-PP-CH-GNBK","60","0.10%","73","0.09%","100%","28","3","46.67%","5.00%","$502.60","$53.85","27","2"
"B07YVCNZD9","B07NVW6MKZ","14/2 Low Voltage Landscape Wire - 250ft Outdoor Low-Voltage Cable for Landscape Lighting, Black","PL-IFC-LV142B250","23","0.04%","35","0.05%","100%","13","2","56.52%","8.70%","$1,039.87","$159.98","11","2"
"B07PWFHGKC","B07PXM17PK","2 Pack Rectangular Flat Plate Recessed Flush Sliding Pocket Door Handles, Recessed Black Sliding Barn Door Handle, 1"" Inset, Hidden Screws, Mount Screws Included","PL-IL-BDH-HI-BK2","55","0.09%","69","0.09%","100%","14","3","25.45%","5.45%","$178.35","$39.52","9","2"
"B07VR21686","B07Q4DV2JY","10 Ft Lighted Extension Cord - 12/3 SJTW Heavy Duty Red Outdoor Extension Cable with 3 Prong Grounded Plug for Safety - Great for Garden & Major Appliances","PL-IFC-123R10","127","0.21%","172","0.22%","100%","68","2","53.54%","1.57%","$1,354.35","$39.90","58","2"
"B07VR21686","B07Q4FHVLR","100 Ft Lighted Extension Cord - 12/3 SJTW Heavy Duty Red Outdoor Extension Cable with 3 Prong Grounded Plug for Safety - Great for Garden & Major Appliances","PL-IFC-123R100","34","0.06%","36","0.05%","100%","5","2","14.71%","5.88%","$429.75","$171.90","5","2"
"B07Q5JJZFL","B07Q5JPYHD","Black Extension Cord 3 Pack, 6ft 10ft & 15ft - 16/2 Durable Electrical Cable","PL-IFC-162BMulti-3PK","50","0.08%","64","0.08%","100%","35","8","70.00%","16.00%","$364.32","$79.60","26","2"
"B07FNZRN4M","B07RY264FL","Play Platoon Cornhole Board Lights, Set of 2 - Red LED Light Corn Hole Boards Lighting Kit for Lighted Outdoor Night Games - Bright, Long Lasting, Easy to Install","PL-PP-CHL-RE-B","50","0.08%","63","0.08%","100%","16","2","32.00%","4.00%","$175.29","$21.90","16","2"
"B07FNZRN4M","B07RY2QS6R","Cornhole Board Lights - LED Corn Hole Lighting Kit for Playing at Night - White in Color","PL-PP-CHL-WH-B","261","0.44%","345","0.45%","99%","74","3","28.35%","1.15%","$886.54","$35.85","63","2"
"B085JMYSX3","B07TDR4ZBX","Ilyapa Self Closing Door Hinges, 2 Pack, Black - 4x4 Inch Improved Interior Spring Hinges for Doors with 5/8"" Radius Corners","PL-IL-SDH4-BK2","31","0.05%","43","0.06%","100%","26","6","83.87%","19.35%","$799.74","$185.94","19","2"
"B07YG87V1X","B07TDSP95Y","Ilyapa 18 Pack Chrome Door Hinges - 3.5 x 3.5 Inch Interior Hinges for Doors Chrome with 5/8"" Radius Corners","PL-IL-DH35-CR18","35","0.06%","44","0.06%","95%","14","4","40.00%","11.43%","$577.86","$167.96","7","2"
"B094NYX3D6","B07ZTLJXL8","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Orange & 4 Gray Corn Hole Bags","PL-PP-CH-ORGY","39","0.07%","44","0.06%","95%","21","2","53.85%","5.13%","$359.78","$34.25","18","2"
"B07PDZY8VY","B07ZTMC9XZ","Professional Cornhole Bags - Set of 8 Regulation All Weather Two Sided Bean Bags for Pro Corn Hole Game - 4 Hunter Green & 4 Royal Blue","PL-PP-CHPRO2-HGBL","83","0.14%","99","0.13%","100%","23","2","27.71%","2.41%","$594.10","$54.30","22","2"
"B07PDZY8VY","B07ZTN53MP","Professional Cornhole Bags - Set of 8 Regulation All Weather Two Sided Bean Bags for Pro Corn Hole Game - 4 Orange & 4 Gray","PL-PP-CHPRO2-ORGY","111","0.19%","130","0.17%","99%","48","2","43.24%","1.80%","$1,557.53","$66.43","47","2"
"B07HKG7ZCL","B081HD729N","2 Pack of 2 Foot Lighted Outdoor Extension Cord with 3 Electrical Power Outlets - 12/3 SJTW Heavy Duty Yellow Extension Cable with 3 Prong Grounded Plug for Safety","PL-IFC-123Y2P-2PK","56","0.09%","70","0.09%","100%","70","6","125.00%","10.71%","$1,206.99","$108.48","21","2"
"B07JBH4QN7","B081HDKKGL","50 Ft White Extension Cord - 16/3 SJTW Durable Electrical Cable","PL-IFC-163W50","36","0.06%","48","0.06%","100%","33","2","91.67%","5.56%","$893.07","$52.39","27","2"
"B099LPMY6G","B082DJ2DMM","9 Outlet Heavy Duty Surge Protector Power Strip - 14/3 SJT Black Metal Surge Suppressor with 9 Foot Long Extension Cord","PL-IFC-HDS-9OT9FT","15","0.03%","17","0.02%","100%","4","3","26.67%","20.00%","$111.96","$83.97","3","2"
"B07FQPWVWR","B083L4WMVK","Weatherproof Extension Cord Connection Box - Waterproof Outdoor Cover for Electrical Connections, Black","PL-IFC-WPB-BK","143","0.24%","191","0.25%","99%","30","2","20.98%","1.40%","$959.70","$63.98","30","2"
"B084KHT23B","B084KHT23B","Ilyapa PC Computer Tower Stand with Wheels - Adjustable Mobile CPU Holder Cart for Desktop","PL-IL-CPUC-BL","30","0.05%","37","0.05%","100%","12","2","40.00%","6.67%","$203.88","$33.98","12","2"
"B084KQ2M5M","B084KQVDSP","Ilyapa Under Desk Computer Mount with 360 Degree Swivel - CPU Holder for PC Desktop Tower","PL-IL-CPUU-360-BL","64","0.11%","80","0.10%","100%","19","2","29.69%","3.13%","$534.59","$55.98","8","2"
"B08JNLQ6N4","B0859G4112","Ilyapa Metal Vinyl Record Shelf Wall Mount, 8 Pack - Black Steel Record Album Holder Display Your LP","PL-IL-MRH-BK-8PK","42","0.07%","53","0.07%","94%","17","2","40.48%","4.76%","$459.67","$53.98","16","2"
"B0883FJ2XG","B0883FGLYN","Stepping Stones for Kids, Jumbo 15 Pack - Earth Tone River Stone Exercise Blocks for Balance and Coordination - Indoor Outdoor Childrens Play Set","PL-PP-SSEARTH-15PK","55","0.09%","83","0.11%","99%","9","2","16.36%","3.64%","$899.91","$199.98","9","2"
"B0883FJ2XG","B0883FKW2R","Stepping Stones for Kids, Jumbo 15 Pack - Colorful River Stone Exercise Blocks for Balance and Coordination - Indoor Outdoor Childrens Play Set","PL-PP-SSBRIGHT-15PK","53","0.09%","60","0.08%","95%","4","2","7.55%","3.77%","$407.96","$203.98","4","2"
"B08R7NXL63","B08FXQPRYN","10 Ft Outdoor Extension Cord, Lighted with 3 Electrical Power Outlets - 12/3 SJTW Heavy Duty Black Cable with 3 Prong Grounded Plug for Safety","PL-IFC-123B10P","46","0.08%","65","0.08%","100%","27","4","58.70%","8.70%","$582.15","$86.24","22","2"
"B07HKLFJGV","B08LLFCHQR","1 to 3 Extension Cord Splitter - 50 Foot Yellow Power Cord Splitter - 12/3 Lighted Outdoor Outlet & Plug Splitter Cable","PL-IFC-123YSPLT50","58","0.10%","69","0.09%","99%","12","4","20.69%","6.90%","$530.40","$181.80","10","2"
"B0971HSGPG","B08T6BWX81","15 Ft Extension Cord with 45° Angled Flat Plug - 16/3 SJTW Low Profile Durable White Indoor Cable","PL-IFC-163W15AP","27","0.05%","39","0.05%","97%","19","2","70.37%","7.41%","$243.20","$25.88","18","2"
"B0971HSGPG","B08T6CYVN3","25 Ft Extension Cord with 45° Angled Flat Plug - 16/3 SJTW Low Profile Durable Black Indoor Cable","PL-IFC-163B25AP","34","0.06%","44","0.06%","100%","12","2","35.29%","5.88%","$184.56","$30.54","11","2"
"B0971HSGPG","B08T6FMLXC","2 Pack of 10 Ft Extension Cords with 45° Angled Flat Plug - 16/3 SJTW Low Profile Durable Black Indoor Cable","PL-IFC-163B10AP-2PK","15","0.03%","16","0.02%","100%","9","2","60.00%","13.33%","$113.51","$29.35","9","2"
"B0971HSGPG","B08T6FY6ZN","25 Ft Extension Cord with 45° Angled Flat Plug - 16/3 SJTW Low Profile Durable White Indoor Cable","PL-IFC-163W25AP","18","0.03%","27","0.03%","100%","20","5","111.11%","27.78%","$262.67","$65.86","16","2"
"B0971HSGPG","B08T6Q6PVH","2 Pack of 3 Ft Extension Cords with 45° Angled Flat Plug - 16/3 SJTW Low Profile Durable Black Indoor Cable","PL-IFC-163B03AP-2PK","6","0.01%","7","0.01%","100%","12","3","200.00%","50.00%","$98.64","$26.85","11","2"
"B0971HSGPG","B08T6QG474","2 Pack of 3 Ft Extension Cords with 45° Angled Flat Plug - 16/3 SJTW Low Profile Durable White Indoor Cable","PL-IFC-163W03AP-2PK","35","0.06%","38","0.05%","100%","21","3","60.00%","8.57%","$210.99","$30.25","20","2"
"B014V9RIFK","B014V9RIFK","Easy-to-Use Pest Control Bulb Duster - Evenly Dispenses Pesticide to Get Rid of Bugs & Pests","PL-PUN-BUG-DUSTER","182","0.31%","234","0.30%","100%","75","1","41.21%","0.55%","$1,748.23","$24.99","74","1"
"B088KJT6QD","B0155BRJXY","Dozen Straw Cowboy Hats for Kids - Makes Great Birthday Party Hats for Boys and Girls","PL-PP-COWBOY","87","0.15%","106","0.14%","100%","12","2","13.79%","2.30%","$443.01","$75.18","8","1"
"B07HKLFJGV","B019P9ZGGO","25 Foot Lighted Outdoor Extension Cord - 12/3 SJTW Heavy Duty Yellow Extension Cable Extension Cable with 3 Prong Grounded Plug for Safety - Great for Garden and Major Appliances","amzn.gr.PL-IFC-123Y25-DL-HpEPkjOdeHgV-GD","436","0.74%","599","0.78%","99%","1","1","0.23%","0.23%","$24.49","$24.49","1","1"
"B01LXCI1Z4","B01IC0U84M","Ilyapa Hardwood Chair Mat 30"" x 48"" Heavy Duty Clear PVC Office Chair Mat for Hardwood and Tile Floors, Protective Floor Mat for Home or Office","PL-IL-CM30X48RW-RL","302","0.51%","369","0.48%","99%","54","1","17.88%","0.33%","$1,385.74","$25.48","50","1"
"B07NLLM73F","B01JMZX0KU","Ilyapa Oil Rubbed Bronze Kitchen Cabinet Pulls - 3 Inch Hole Center Bin Cup Drawer Handles - 10 Pack of Kitchen Cabinet Hardware","PL-IL-CABPC-B10","70","0.12%","99","0.13%","98%","17","3","24.29%","4.29%","$348.83","$59.97","13","1"
"B07HKX73TT","B01JN1JIV8","8 Ft Extension Cord with 3 Electrical Power Outlet - 16/3 Durable Black Cable","PL-IFC-163B08P3","91","0.15%","120","0.16%","100%","68","1","74.73%","1.10%","$615.72","$9.10","59","1"
"B07HKX73TT","B01JN1JKIY","10 Ft Extension Cord with 3 Electrical Power Outlet - 16/3 Durable Black Cable","PL-IFC-163B10P3","149","0.25%","184","0.24%","99%","60","2","40.27%","1.34%","$823.05","$27.90","52","1"
"B07HKRM7YL","B01JN1JVE2","15 Ft Extension Cord with 3 Electrical Power Outlet - 16/3 Durable White Cable","PL-IFC-163W15P3-DL","44","0.07%","52","0.07%","96%","10","1","22.73%","2.27%","$119.50","$11.95","9","1"
"B01KAI8NH8","B01KAI8NH8","Punchau Pest Control Duster with 12 Inch Brass Extension - Bug Duster Evenly Dispenses Pesticide to Kill Bugs & Pests","PL-PUN-BUG-DUSTERM2","83","0.14%","120","0.16%","98%","36","1","43.37%","1.20%","$874.41","$23.78","33","1"
"B07JBH4QN7","B01MRZRBRX","10 Ft White Extension Cord - 16/3 Durable Electrical Cable","PL-IFC-163W10","137","0.23%","188","0.24%","100%","78","1","56.93%","0.73%","$777.75","$9.95","74","1"
"B06XH6R3HY","B06XH6R3HY","Play Platoon Lawn Dice - Giant Wooden Yard Dice Game for Playing Endless Outdoor Games","PL-PP-DICE-6PK","102","0.17%","124","0.16%","100%","71","1","69.61%","0.98%","$1,804.25","$25.57","50","1"
"B099LWLLDF","B06XZVSZ2B","Ilyapa 25 Pack 3 Inch Oil Rubbed Bronze Cabinet Pulls - Kitchen Drawer Pulls, Cabinet Handles, Oil Rubbed Bronze Kitchen Cabinet Hardware with 3 Inch Hole Center","PL-IL-CABPH-B25","13","0.02%","18","0.02%","100%","8","1","61.54%","7.69%","$119.92","$14.99","5","1"
"B0862HTHDL","B06XZZQVTS","Play Platoon Kids Activity Table Set - 5 in 1 Water Table, Building Block Table, Craft Table and Sensory Table with Storage - Includes 2 Chairs and 25 Ex-Large Blocks – Blue and Green","PL-PP-B20X20T-BG","144","0.24%","205","0.27%","100%","28","1","19.44%","0.69%","$1,819.16","$64.97","28","1"
"B07NLLM73F","B06Y183VS4","Ilyapa Oil Rubbed Bronze Kitchen Cabinet Pulls - 3 Inch Hole Center Bin Cup Drawer Handles - 10 Pack","PL-IL-CABPC-NL-B10","22","0.04%","26","0.03%","96%","8","2","36.36%","9.09%","$175.92","$43.98","5","1"
"B097HL6Z14","B0716Q1CV3","Ilyapa 25 Pack 1 1/14 Inch Round Kitchen Cabinet Knobs, Flat Black Round Drawer Knob for Cabinets Dressers Drawers - Black Kitchen Cabinet Hardware","PL-IL-CABKRB-K25-A","131","0.22%","174","0.23%","100%","24","3","18.32%","2.29%","$647.76","$80.97","19","1"
"B07MZHC7DW","B073WM6Y6G","Wooden A-Frame Sign with Eraser & Chalk - 40 x 20 Inches Magnetic Sidewalk Chalkboard – Sturdy Freestanding Stained Wood Sandwich Board Menu Display for Restaurant, Business or Wedding","PL-IL-MB-OAK","40","0.07%","49","0.06%","67%","3","1","7.50%","2.50%","$199.87","$53.99","3","1"
"B097Z1PWJS","B073ZNVCXG","100 Foot Lighted Outdoor Extension Cord - 14/3 SJTW Heavy Duty Yellow Extension Cable with 3 Prong Grounded Plug for Safety - Great for Garden and Major Appliances","PL-IFC-143Y100","83","0.14%","115","0.15%","97%","19","1","22.89%","1.20%","$1,241.81","$59.99","18","1"
"B08TB3Q9LB","B074TFR6DY","40 Foot Outdoor Extension Cord with 3 Electrical Power Outlets - 16/3 SJTW Durable Cable","PL-IFC-163G40P","29","0.05%","42","0.05%","100%","25","1","86.21%","3.45%","$660.78","$26.82","25","1"
"B08T6MGFL7","B074TSPX5C","15 Foot Outdoor Extension Cord with 3 Electrical Power Outlets - 16/3 SJTW Durable Green Cable with 3 Prong Grounded Plug for Safety - Great for Powering Outdoor Christmas Decorations","PL-IFC-163G15P-DL","33","0.06%","39","0.05%","97%","26","1","78.79%","3.03%","$409.00","$15.74","20","1"
"B08NRM17XZ","B074TYHRD3","25 Foot Outdoor Extension Cord - 16/3 SJTW Durable Green Extension Cable with 3 Prong Grounded Plug for Safety - Great for Powering Outdoor Decorations","PL-IFC-163G25","87","0.15%","113","0.15%","100%","80","1","91.95%","1.15%","$1,279.89","$15.95","62","1"
"B08NRM17XZ","B074TZQ9GW","15 Foot Outdoor Extension Cord - 16/3 SJTW Durable Green Extension Cable with 3 Prong Grounded Plug for Safety - Great for Powering Outdoor Christmas Decorations","PL-IFC-163G15","25","0.04%","33","0.04%","88%","7","1","28.00%","4.00%","$127.10","$16.95","4","1"
"B088KJT6QD","B0777P3KNJ","Dozen Straw Cowboy Hats with Cowboy Bandanas (6 Red & 6 Blue) for Kids - Makes Great Birthday Party Hats for Boys and Girls","PL-PP-COWBOY-BNDA","104","0.18%","138","0.18%","100%","23","1","22.12%","0.96%","$834.57","$34.59","21","1"
"B077TX68W3","B077V144QK","Rustic Wooden Magnetic Kitchen Chalkboard Sign - 12x16 Inch Brown Framed Wall Hanging Chalk Board for Farmhouse Decor, Wedding, Restaurant Menu & Home","PL-IL-KCHB12X16-BR","189","0.32%","257","0.33%","99%","48","1","25.40%","0.53%","$767.52","$15.99","46","1"
"B07X4Y3PN6","B078J6NP2S","25 Ft Orange Extension Cord - 16/3 SJTW Heavy Duty Outdoor Extension Cable with 3 Prong Grounded Plug for Safety - Great for Garden & Major Appliances","PL-IFC-163N25","16","0.03%","18","0.02%","100%","13","1","81.25%","6.25%","$149.90","$14.99","10","1"
"B08ZDSVDQN","B078KDZ8W3","100 Foot Lighted Outdoor Extension Cord - 10/3 SJTW Yellow 10 Gauge Extension Cable with 3 Prong Grounded Plug for Safety - Great for Garden and Major Appliances","PL-IFC-103Y100","19","0.03%","23","0.03%","100%","2","1","10.53%","5.26%","$320.72","$160.36","2","1"
"B07RCZFW2S","B07BN5H7VK","lyapa Monitor Stand Riser for Laptop Computer - 2 Pack Black Vented Desktop Riser with Underneath Storage for Home Office PC, Printer, TV, Phone","PL-IL-MS15X11X4-VTD-2PK","21","0.04%","25","0.03%","100%","4","1","19.05%","4.76%","$70.96","$16.99","4","1"
"B07BN694R2","B07C8MN7N1","Ilyapa Height Adjustable Glass Monitor Stand 2 Pack - 16 x 9.5 Inch Clear Desktop Risers for Computer Monitors, Laptop, TV, Printer & More","PL-IL-MS16X9.5X3.5-GL-2PK","46","0.08%","59","0.08%","100%","5","1","10.87%","2.17%","$156.59","$29.99","4","1"
"B07RCZFW2S","B07C8NMW3N","Ilyapa Computer Monitor Riser 2 Pack - Height Adjustable Vented Metal Desktop Risers for Computer Monitors, Laptop, Printer, TV & More","PL-IL-MS15X9X5-MADJ-2PK","25","0.04%","29","0.04%","100%","5","1","20.00%","4.00%","$124.95","$24.99","5","1"
"B07MZHC7DW","B07CN337FP","Wooden A-Frame Sign with Eraser & Chalk - 40 x 20 Inches Magnetic Sidewalk Chalkboard – Sturdy Freestanding Sage Sandwich Board Menu Display for Restaurant, Business Or Wedding","PL-IL-MB-SGE","43","0.07%","53","0.07%","94%","5","1","11.63%","2.33%","$340.05","$72.09","5","1"
"B07MZHC7DW","B07CSY9W7T","Wooden A-Frame Sign with Eraser & Chalk - 40 x 20 Inches Magnetic Sidewalk Chalkboard – Sturdy Freestanding DIY Sandwich Board Menu Display for Restaurant, Business Or Wedding","PL-IL-MB-DIY","46","0.08%","50","0.06%","94%","7","1","15.22%","2.17%","$474.45","$66.99","6","1"
"B082999HTV","B07CWYD4WW","Play Platoon Spider Web Tree Swing - 40 Inch Diameter, Fully Assembled, 600 lb Weight Capacity, Easy to Install","PL-PP-S40WEB-B","123","0.21%","162","0.21%","91%","9","1","7.32%","0.81%","$809.91","$89.99","9","1"
"B01LXCI1Z4","B07DRLNWFW","Ilyapa Office Chair Mat with Lip for Hard Floors 36"" x 48"" Heavy Duty Clear, PVC Chair Mat for Hardwood and Tile Floors, Protective Floor Mat for Home or Office","PL-IL-CM36X48LW-A-RL","108","0.18%","132","0.17%","99%","31","12","28.70%","11.11%","$810.72","$311.88","18","1"
"B01LXCI1Z4","B07DRLQQ2J","Ilyapa Office Chair Mat with Lip for Hard Floors 30"" x 48"" Heavy Duty Clear, PVC Chair Mat for Hardwood and Tile Floors, Protective Floor Mat for Home or Office","PL-IL-CM30X48LW-A-RL","106","0.18%","125","0.16%","98%","22","8","20.75%","7.55%","$534.42","$193.76","15","1"
"B01LR30Y6S","B07DRNLCYD","Play Platoon Premium Weather Resistant Duckcloth Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - 4 Yellow & 4 Black","PL-PP-CH-YEBK-CP","118","0.20%","151","0.20%","72%","24","4","20.34%","3.39%","$527.76","$87.96","20","1"
"B01LXCI1Z4","B07FF3QL1Y","Ilyapa Office Chair Mat for Hard Floors 2 Pack 30"" x 48"" Heavy Duty Clear, PVC Chair Mat for Hardwood and Tile Floors, Protective Floor Mat for Home or Office","PL-IL-CM30X48RW-2PK-FN-RL","136","0.23%","166","0.21%","98%","36","3","26.47%","2.21%","$1,217.51","$98.61","33","1"
"B07FFFMBRN","B07FFBB13Q","Ilyapa Ball Catch Door Hardware for Closet, Oil Rubbed Bronze 2 Pack","PL-IL-CDBC-B2","59","0.10%","68","0.09%","100%","29","1","49.15%","1.69%","$270.71","$9.99","28","1"
"B08P29D2HF","B07FFBZN95","Ilyapa Solid Door Stops - 10 Pack 2 ⅞ Inch Heavy Duty Door Stop - Traditional Solid Door Stop - Black w/Rubber Bumper","PL-IL-DS-SLD-BK10","10","0.02%","11","0.01%","100%","13","9","130.00%","90.00%","$171.94","$115.74","5","1"
"B07NLLM73F","B07FFCBMVL","Ilyapa Oil Rubbed Bronze Kitchen Cabinet Pulls - New 3 Inch Hole Center Bin Cup Drawer Handles - 10 Pack of Kitchen Cabinet Hardware","PL-IL-CABPC-LP1-B10","30","0.05%","48","0.06%","100%","4","1","13.33%","3.33%","$110.07","$28.99","4","1"
